device_id,brand,os,usage_type,battery_capacity_wh,cpu_tdp_w,ram_gb,screen_size_inch,refresh_rate_hz,brightness_percent,cpu_usage_percent,gpu_usage_percent,wifi_on,bluetooth_on,temperature_c,battery_age_months,battery_health_percent,battery_life_hours
LAP01264,Dell,Linux,Office,53.0,27.1,16,15.5,120,67,15,96,1,1,41.1,18,95.8,3.02
LAP01265,ASUS,Windows,Video,58.7,28.7,16,15.4,90,80,45,45,1,1,41.1,34,88.4,2.45
LAP01266,Lenovo,Windows,Coding,62.1,43.1,32,14.5,144,29,79,37,1,1,42.0,45,89.4,1.83
LAP01267,Lenovo,Windows,Browsing,51.1,27.3,16,15.5,60,79,51,94,1,1,40.9,47,86.6,2.72
LAP01268,HP,Windows,Browsing,49.1,23.8,16,16.8,144,41,53,32,1,1,38.4,56,84.6,2.61
LAP01269,Apple,Linux,Office,47.3,30.3,16,17.1,60,94,69,21,1,1,37.1,33,93.3,2.43
LAP01270,ASUS,Windows,Coding,38.4,8.0,16,15.7,60,28,39,26,1,1,31.3,51,86.4,3.29
LAP01271,Acer,Windows,Video,43.4,12.9,8,14.8,60,34,39,62,1,1,40.9,55,85.3,2.92
LAP01272,Lenovo,Windows,Browsing,43.0,10.9,32,16.2,60,56,71,26,1,0,34.8,0,97.6,4.51
LAP01273,HP,Windows,Video,31.9,36.4,16,13.8,120,89,8,20,1,1,29.3,56,83.7,1.42
LAP01274,Acer,Windows,Gaming,69.9,40.6,8,14.5,60,63,28,52,1,1,37.4,45,85.6,2.55
LAP01275,Apple,Windows,Browsing,60.4,47.4,8,16.8,90,88,98,34,1,0,49.4,21,98.0,2.09
LAP01276,ASUS,Windows,Gaming,57.1,31.8,32,17.3,60,22,100,46,1,0,43.6,27,94.7,1.7
LAP01277,Apple,Windows,Gaming,74.6,35.7,16,16.6,60,29,88,49,1,0,38.3,3,96.1,2.14
LAP01278,Lenovo,Windows,Video,65.8,26.1,8,14.9,144,96,40,9,1,1,35.0,36,92.1,3.08
LAP01279,Acer,Windows,Video,43.2,19.0,8,11.9,75,23,81,27,1,0,41.6,6,98.0,2.49
LAP01280,Acer,Linux,Gaming,72.6,12.0,16,16.1,90,75,60,36,1,1,37.2,10,98.7,3.64
LAP01281,Acer,macOS,Coding,69.6,11.0,8,15.7,60,59,8,40,1,1,33.4,11,94.9,6.57
LAP01282,Lenovo,Linux,Office,38.2,8.5,16,15.8,60,52,96,96,0,0,46.9,39,89.9,2.52
LAP01283,Lenovo,Windows,Video,68.5,33.8,16,13.0,60,52,44,60,1,1,41.1,52,85.8,2.51
LAP01284,Apple,Windows,Coding,48.0,20.1,16,14.5,144,79,47,50,1,0,37.4,38,91.4,2.46
LAP01285,Dell,Windows,Coding,70.0,16.3,32,17.3,60,40,62,7,0,1,35.8,34,91.5,4.91
LAP01286,Apple,macOS,Office,49.9,8.0,4,13.6,120,88,66,100,1,1,48.3,33,88.6,3.1
LAP01287,ASUS,Windows,Video,47.0,14.0,8,15.8,144,64,11,57,1,1,35.2,17,95.4,2.36
LAP01288,HP,Windows,Browsing,48.5,21.6,4,14.1,165,76,13,60,1,1,34.6,9,100.0,3.42
LAP01289,Acer,Windows,Gaming,40.4,8.0,8,15.7,240,96,26,32,1,1,40.2,59,81.6,1.44
LAP01290,Dell,Windows,Office,32.8,56.9,8,14.7,144,59,8,18,1,1,33.4,50,87.9,1.63
LAP01291,HP,Windows,Browsing,30.0,8.9,16,16.7,60,100,40,29,1,1,32.0,53,84.6,2.66
LAP01292,Dell,Windows,Office,39.2,38.8,8,15.1,144,83,74,77,1,1,41.3,14,96.9,1.39
LAP01293,MSI,Linux,Browsing,94.5,23.6,32,16.4,144,29,71,13,1,1,39.2,58,81.0,4.36
LAP01294,Apple,Windows,Coding,62.2,18.2,4,17.3,90,93,39,35,1,1,40.1,25,89.4,2.99
LAP01295,Lenovo,Linux,Gaming,83.0,22.0,16,16.4,60,85,37,6,1,1,28.4,48,86.4,3.86
LAP01296,Acer,Windows,Video,50.2,25.2,64,15.8,75,84,11,33,0,0,30.2,50,93.1,3.51
LAP01297,Apple,macOS,Browsing,48.0,27.7,8,16.6,60,49,59,49,1,1,45.1,2,100.0,2.88
LAP01298,HP,Windows,Browsing,80.7,13.2,16,15.8,60,54,51,31,1,0,36.2,12,97.9,7.54
LAP01299,MSI,Windows,Video,60.6,31.7,16,14.1,120,72,66,41,1,0,38.8,33,91.1,2.04
LAP01300,MSI,Windows,Gaming,40.7,21.6,16,13.8,120,58,71,32,1,1,36.7,46,85.0,1.29
LAP01301,MSI,Windows,Office,64.5,9.0,16,16.0,144,41,68,13,1,1,40.8,16,96.9,4.45
LAP01302,HP,Windows,Office,73.8,19.9,8,14.1,75,86,47,88,1,1,37.6,60,83.5,3.52
LAP01303,HP,Windows,Office,33.6,42.0,16,14.0,75,89,22,27,1,1,34.5,0,99.2,2.12
LAP01304,HP,Windows,Gaming,62.0,27.6,16,14.7,165,99,7,38,0,1,35.2,13,95.2,2.77
LAP01305,HP,Windows,Coding,34.6,25.1,8,12.6,120,86,63,93,1,1,45.2,0,99.1,1.57
LAP01306,MSI,Linux,Office,73.0,20.2,32,14.1,144,94,66,30,1,1,41.0,23,95.7,3.28
LAP01307,MSI,Linux,Office,58.5,21.2,16,14.0,120,36,43,23,1,1,35.2,53,82.6,3.05
LAP01308,Dell,Windows,Gaming,64.4,27.6,16,17.3,120,38,95,3,1,1,44.9,56,83.8,1.82
LAP01309,Apple,Windows,Browsing,51.7,21.8,32,16.1,165,79,68,77,1,1,45.5,59,88.1,2.0
LAP01310,Acer,Linux,Office,30.0,30.4,16,14.4,60,91,77,8,1,1,35.6,10,99.8,1.54
LAP01311,Lenovo,Windows,Coding,48.4,28.9,4,13.9,60,97,85,99,1,1,46.5,2,99.8,1.9
LAP01312,MSI,Windows,Browsing,68.9,10.7,16,11.6,60,70,64,69,1,1,48.9,12,95.7,6.57
LAP01313,Lenovo,Windows,Browsing,84.9,31.3,16,12.9,144,67,46,23,1,1,38.5,54,82.9,4.06
LAP01314,Apple,Windows,Video,59.2,13.5,16,12.7,144,76,9,89,1,1,40.3,21,89.9,3.23
LAP01315,Apple,Windows,Gaming,44.7,13.1,64,13.6,60,29,50,97,1,1,40.2,40,89.0,2.3
LAP01316,Lenovo,Windows,Video,63.0,24.7,4,15.0,60,51,8,64,1,1,39.1,46,87.0,4.2
LAP01317,MSI,Windows,Gaming,67.6,28.1,8,14.7,75,98,18,86,1,1,32.7,40,91.9,2.84
LAP01318,Lenovo,Windows,Coding,57.0,32.4,16,13.7,240,87,97,16,1,0,43.8,58,83.3,1.55
LAP01319,Dell,macOS,Video,56.1,8.0,16,14.9,60,47,15,99,0,1,38.8,29,91.0,3.96
LAP01320,ASUS,Windows,Office,58.2,34.5,8,13.0,75,23,64,36,1,1,39.7,24,91.1,2.99
LAP01321,MSI,Windows,Coding,55.7,30.0,16,15.6,60,80,26,49,1,1,40.1,6,96.1,3.15
LAP01322,MSI,Windows,Gaming,59.5,16.3,8,16.1,165,96,9,44,1,1,31.2,24,92.6,2.35
LAP01323,Acer,Windows,Browsing,82.4,22.2,4,15.7,90,31,57,19,1,1,39.1,38,88.5,5.34
LAP01324,HP,Windows,Office,30.0,27.4,32,16.5,90,34,16,58,1,1,37.3,24,92.8,1.78
LAP01325,ASUS,Windows,Office,51.4,8.0,8,12.9,60,48,25,58,1,0,38.4,1,100.0,5.67
LAP01326,Apple,Windows,Browsing,41.0,10.0,32,15.1,120,32,83,89,1,1,51.3,33,89.9,2.89
LAP01327,MSI,Windows,Browsing,72.7,38.9,8,13.7,60,57,28,10,1,1,34.0,54,86.1,4.75
LAP01328,Lenovo,Windows,Video,52.9,17.8,4,13.4,75,77,17,54,1,1,37.7,57,87.1,2.87
LAP01329,ASUS,Windows,Gaming,63.4,24.0,16,13.0,90,54,100,83,1,1,51.7,21,96.1,2.04
LAP01330,Acer,Linux,Office,76.4,23.6,32,17.3,90,59,30,64,1,0,36.5,53,84.7,4.5
LAP01331,Apple,Windows,Browsing,38.8,33.6,16,16.3,144,95,44,76,1,1,40.9,52,84.2,1.48
LAP01332,HP,Windows,Browsing,47.1,20.1,4,17.3,60,24,30,57,1,1,34.3,0,97.6,3.84
LAP01333,HP,Windows,Gaming,74.9,21.1,16,15.5,60,21,49,99,1,1,45.5,54,79.2,2.92
LAP01334,Acer,Windows,Office,38.2,27.3,8,13.8,144,49,34,43,0,1,37.8,17,94.3,2.26
LAP01335,Acer,macOS,Office,47.6,35.2,32,15.9,120,29,68,76,1,1,46.4,15,98.3,2.07
LAP01336,Lenovo,Windows,Office,31.0,39.0,8,17.3,60,92,77,13,1,1,40.0,55,85.8,1.3
LAP01337,MSI,Windows,Office,75.5,21.2,32,15.7,60,100,92,75,1,1,45.4,9,94.5,3.96
LAP01338,HP,Windows,Office,46.3,19.1,8,14.8,120,57,42,51,1,0,40.2,30,89.2,2.84
LAP01339,Apple,Windows,Gaming,60.3,23.2,16,15.4,60,78,22,33,1,1,39.6,54,84.1,3.27
LAP01340,ASUS,Windows,Coding,65.1,41.0,16,16.6,165,54,13,62,0,1,38.3,47,89.5,2.75
LAP01341,Apple,Windows,Coding,43.0,34.3,4,15.0,90,90,90,26,1,0,38.6,59,81.7,1.29
LAP01342,Dell,Windows,Office,30.0,19.2,16,14.8,144,31,60,11,1,0,38.6,12,96.7,1.86
LAP01343,Dell,macOS,Video,51.7,8.0,8,14.1,144,61,42,37,1,0,44.4,33,90.1,3.07
LAP01344,Acer,Windows,Coding,51.5,38.3,8,15.5,90,68,25,99,1,0,38.9,33,85.6,2.14
LAP01345,Lenovo,Windows,Browsing,54.1,39.6,16,13.2,60,86,75,55,1,1,41.9,41,89.3,2.22
LAP01346,Dell,macOS,Coding,54.2,11.7,32,14.5,75,52,16,64,1,1,31.2,55,89.1,4.52
LAP01347,HP,Linux,Office,47.5,19.7,4,14.8,144,32,40,89,1,0,41.7,59,81.5,2.38
LAP01348,Apple,Windows,Video,46.9,35.5,16,13.5,120,94,15,39,1,1,33.6,11,99.7,2.27
LAP01349,Apple,Windows,Office,59.5,29.6,16,15.0,60,39,71,20,1,0,41.5,36,94.0,3.39
LAP01350,Acer,Linux,Gaming,42.6,8.0,8,16.3,90,52,31,31,1,1,36.2,39,87.2,2.32
LAP01351,MSI,Windows,Browsing,53.6,11.5,8,17.0,60,53,67,88,1,1,45.6,16,95.3,4.26
LAP01352,MSI,Windows,Video,46.6,32.0,16,14.7,60,69,75,11,1,1,41.5,40,90.4,1.86
LAP01353,ASUS,Linux,Coding,59.4,28.0,8,14.4,60,69,70,88,1,0,40.0,55,83.7,2.22
LAP01354,Acer,Windows,Video,71.6,33.0,16,14.6,60,28,78,25,1,1,44.8,53,82.6,2.52
LAP01355,ASUS,Windows,Office,72.2,34.4,16,15.9,144,26,71,35,1,0,42.6,14,92.0,3.22
LAP01356,MSI,Windows,Office,74.3,27.9,32,14.1,60,28,85,15,1,0,44.3,12,95.0,4.09
LAP01357,Acer,Windows,Video,50.0,30.0,8,14.1,60,45,69,77,1,1,45.7,45,89.7,1.9
LAP01358,Acer,Linux,Browsing,51.2,18.2,16,15.4,120,21,38,33,1,0,38.4,7,100.0,4.0
LAP01359,Acer,Windows,Browsing,36.0,26.4,4,15.7,165,24,81,23,1,1,41.0,16,93.6,1.68
LAP01360,MSI,Linux,Coding,49.9,28.8,16,15.3,60,85,82,71,1,1,44.1,10,98.7,2.14
LAP01361,ASUS,Windows,Coding,50.4,45.5,64,15.2,90,29,85,90,1,1,50.0,39,91.6,1.44
LAP01362,ASUS,Windows,Office,45.7,15.1,8,14.3,60,50,38,38,1,1,38.9,45,86.6,3.66
LAP01363,Acer,Windows,Office,45.7,33.7,16,15.0,60,52,68,63,1,0,42.2,0,100.0,2.09
LAP01364,Dell,Windows,Office,30.0,23.6,16,11.7,60,25,21,76,1,1,42.6,31,91.4,2.37
LAP01365,Lenovo,macOS,Video,34.9,33.9,16,17.2,120,33,55,28,1,1,38.3,43,88.4,1.19
LAP01366,MSI,Windows,Coding,55.7,23.6,8,15.2,120,97,60,30,1,1,40.8,51,82.2,2.31
LAP01367,Lenovo,Windows,Video,56.2,39.1,8,17.3,60,34,93,62,1,1,42.7,9,95.2,1.61
LAP01368,Lenovo,Windows,Gaming,62.2,16.1,16,16.8,60,100,98,42,1,0,43.8,43,89.9,2.65
LAP01369,ASUS,Linux,Office,51.1,26.7,8,13.9,60,62,52,18,1,1,34.4,50,86.2,3.14
LAP01370,ASUS,Windows,Browsing,55.2,30.3,16,14.5,144,98,66,9,1,1,35.3,58,82.8,2.56
LAP01371,Dell,Windows,Browsing,73.8,16.8,16,13.5,120,39,60,55,1,1,41.0,14,97.9,4.81
LAP01372,Lenovo,Windows,Office,54.2,28.7,32,14.1,120,40,15,59,1,1,34.9,2,96.7,3.68
LAP01373,Lenovo,Windows,Gaming,45.5,37.1,8,12.8,75,83,89,42,1,0,46.9,57,87.1,1.19
LAP01374,Acer,Windows,Coding,37.1,24.2,8,13.7,75,48,24,47,1,1,34.7,8,96.0,2.22
LAP01375,ASUS,Windows,Office,67.0,34.0,16,13.6,60,78,97,39,1,0,46.2,7,95.9,2.83
LAP01376,Lenovo,Linux,Office,30.0,16.9,8,16.2,60,92,72,33,1,1,39.1,9,96.3,2.03
LAP01377,Apple,Windows,Coding,42.4,11.8,16,12.7,60,83,38,0,1,1,34.5,59,79.2,3.14
LAP01378,Dell,Windows,Coding,61.3,33.3,8,17.3,240,63,46,18,1,0,33.7,7,100.0,2.24
LAP01379,Apple,Windows,Browsing,30.0,18.3,8,14.5,144,53,45,0,1,0,37.4,15,96.5,2.25
LAP01380,Apple,Windows,Gaming,45.8,8.0,8,16.9,120,66,66,87,1,1,49.3,10,100.0,2.31
LAP01381,MSI,Linux,Coding,56.9,15.9,8,13.7,60,28,21,24,1,1,30.9,22,93.0,5.14
LAP01382,MSI,Windows,Browsing,49.2,41.2,32,16.1,60,79,16,67,1,1,39.0,55,85.4,2.47
LAP01383,Dell,Windows,Gaming,40.3,37.7,4,12.9,60,49,72,87,1,1,50.4,55,78.5,1.0
LAP01384,Apple,Windows,Browsing,46.1,11.6,32,12.9,75,36,45,83,1,1,39.6,57,81.5,3.5
LAP01385,Lenovo,Windows,Gaming,67.3,8.0,8,16.5,60,71,18,96,1,0,44.2,21,92.5,3.59
LAP01386,ASUS,Windows,Gaming,82.5,20.1,16,14.8,165,78,8,27,1,0,33.2,39,86.0,3.39
LAP01387,Dell,Windows,Video,57.1,37.5,16,14.7,120,23,86,44,1,1,43.5,17,97.0,1.94
LAP01388,Acer,Windows,Video,30.0,22.7,32,13.6,60,59,81,98,1,0,46.7,38,88.2,1.15
LAP01389,Apple,Linux,Office,63.5,22.8,16,13.8,60,26,78,23,1,1,40.4,2,100.0,4.15
LAP01390,Dell,Windows,Gaming,49.1,17.6,64,12.8,60,57,18,43,1,1,31.9,7,99.9,2.98
LAP01391,HP,Windows,Coding,38.6,21.7,16,14.3,60,51,13,1,0,1,29.9,4,97.0,3.44
LAP01392,HP,Linux,Video,43.0,35.2,8,15.4,165,88,47,22,1,1,43.8,26,88.6,1.55
LAP01393,MSI,Windows,Gaming,43.6,26.0,32,15.1,120,86,24,96,1,1,36.3,4,94.1,1.61
LAP01394,ASUS,Windows,Gaming,33.8,22.6,64,15.1,60,75,5,77,1,1,37.3,18,95.6,1.92
LAP01395,Lenovo,Windows,Video,54.1,32.8,8,12.1,60,39,97,61,1,1,46.3,16,93.9,1.66
LAP01396,ASUS,Windows,Office,82.4,25.9,32,15.3,60,83,85,14,1,0,40.9,60,83.7,4.3
LAP01397,ASUS,Windows,Gaming,38.5,36.4,16,14.6,90,36,76,31,1,1,39.2,60,84.7,1.06
LAP01398,ASUS,Windows,Coding,82.0,16.8,32,13.9,75,35,21,86,1,1,34.2,45,81.5,4.87
LAP01399,ASUS,Linux,Gaming,58.1,28.3,32,13.3,60,30,89,3,1,1,41.8,17,97.4,2.22
LAP01400,Acer,Windows,Coding,53.6,35.7,32,15.9,75,32,93,83,1,0,45.8,60,84.0,1.52
LAP01401,Acer,Windows,Office,50.2,43.6,32,12.0,60,37,24,30,1,0,35.5,59,80.6,2.89
LAP01402,MSI,Windows,Office,42.9,11.9,8,13.3,75,33,63,58,1,1,40.0,1,100.0,3.43
LAP01403,Dell,Windows,Coding,59.4,22.9,8,15.2,60,53,93,70,1,0,48.3,54,87.4,2.55
LAP01404,HP,Windows,Video,62.8,9.2,8,14.3,60,95,89,0,1,1,40.5,49,87.8,3.86
LAP01405,ASUS,Windows,Office,30.0,13.4,8,15.5,60,45,17,68,1,1,38.0,6,99.2,2.65
LAP01406,MSI,Windows,Coding,93.1,25.2,8,15.1,60,61,81,13,1,0,42.3,48,84.8,4.39
LAP01407,Dell,Linux,Office,30.0,8.0,16,14.0,60,80,51,93,1,1,43.6,49,86.2,2.25
LAP01408,HP,Windows,Video,47.2,30.0,8,12.6,144,58,54,22,1,1,35.9,15,96.6,2.05
LAP01409,Apple,Windows,Office,30.0,31.7,16,16.1,60,21,98,70,1,1,49.9,54,86.7,1.16
LAP01410,Lenovo,Linux,Browsing,51.0,24.1,16,14.8,75,76,81,15,1,1,46.5,6,99.2,3.33
LAP01411,Acer,Windows,Browsing,48.1,14.9,16,13.2,75,69,44,8,1,0,37.0,17,96.8,4.54
LAP01412,Apple,Linux,Browsing,47.3,22.1,16,12.1,60,35,11,97,1,1,30.8,43,85.2,4.36
LAP01413,HP,Linux,Office,59.6,50.4,8,15.5,60,81,59,30,1,1,36.9,25,92.0,2.08
LAP01414,Apple,Windows,Browsing,51.3,18.8,8,14.1,144,30,55,60,1,1,40.8,28,89.5,3.31
LAP01415,Lenovo,macOS,Browsing,63.1,15.5,16,13.4,60,82,80,44,1,1,42.0,15,100.0,5.43
LAP01416,MSI,Windows,Gaming,36.4,8.0,16,16.6,165,49,6,6,1,0,28.0,45,83.2,1.55
LAP01417,HP,Windows,Gaming,56.2,37.5,16,12.4,144,73,18,56,1,1,34.4,38,88.9,2.26
LAP01418,Apple,Linux,Office,45.5,10.1,16,14.7,144,90,21,63,1,1,37.5,29,92.8,3.17
LAP01419,Acer,Windows,Gaming,49.4,26.1,8,16.0,60,46,81,1,1,1,40.4,24,96.0,2.01
LAP01420,Acer,Windows,Browsing,59.1,50.3,4,15.7,75,83,5,5,1,1,30.9,7,99.5,4.52
LAP01421,Dell,Windows,Coding,47.4,29.4,16,13.2,120,100,5,60,1,0,32.7,13,93.2,2.75
LAP01422,Apple,Linux,Coding,53.4,29.3,8,16.8,60,98,30,33,1,1,32.5,21,94.3,3.0
LAP01423,ASUS,Linux,Office,37.7,21.1,16,17.0,90,28,50,16,1,1,35.8,51,85.6,2.24
LAP01424,Apple,Windows,Office,71.4,28.8,16,16.4,144,95,17,25,1,1,32.5,13,99.1,4.52
LAP01425,MSI,macOS,Office,65.9,25.9,8,13.8,165,91,38,75,0,1,41.9,26,90.9,3.31
LAP01426,HP,Windows,Office,56.5,31.5,16,14.7,60,21,66,19,1,1,35.8,34,96.0,2.92
LAP01427,HP,Windows,Video,51.4,8.0,16,16.8,60,68,77,40,1,0,42.9,39,88.9,3.53
LAP01428,MSI,Windows,Browsing,53.4,29.6,16,15.6,60,67,55,57,1,1,40.9,50,87.7,3.19
LAP01429,Apple,Linux,Browsing,71.1,30.2,8,14.1,60,74,87,98,1,1,47.1,11,94.2,3.61
LAP01430,MSI,Windows,Browsing,64.9,55.6,16,14.7,60,99,91,98,1,1,49.9,42,87.9,2.02
LAP01431,Lenovo,Windows,Office,71.4,24.9,8,12.9,144,86,45,53,0,1,38.2,20,93.1,3.86
LAP01432,MSI,Linux,Coding,49.9,27.7,16,16.6,120,50,59,28,1,0,42.3,10,98.5,2.21
LAP01433,Acer,macOS,Browsing,62.3,29.8,16,14.9,165,45,32,47,1,0,39.7,2,98.7,3.57
LAP01434,MSI,Windows,Gaming,72.8,30.1,8,17.3,60,85,98,94,1,0,47.2,8,97.3,1.92
LAP01435,HP,Windows,Office,41.1,10.2,8,12.4,90,49,65,76,1,1,48.5,42,87.9,2.88
LAP01436,Acer,macOS,Browsing,40.2,34.8,8,13.6,144,96,11,89,1,0,32.5,54,84.3,2.2
LAP01437,HP,Linux,Coding,59.1,14.0,8,14.9,165,97,82,21,0,0,46.1,18,95.3,2.98
LAP01438,Dell,Windows,Browsing,36.5,29.9,4,17.3,144,20,6,71,0,0,40.5,41,87.9,1.96
LAP01439,ASUS,Linux,Coding,30.0,14.7,32,15.1,75,89,80,70,1,1,41.9,60,84.4,1.37
LAP01440,HP,Linux,Coding,72.6,22.3,8,13.9,165,41,6,4,1,1,30.1,22,95.7,4.88
LAP01441,Acer,macOS,Browsing,75.2,19.4,32,15.0,60,94,32,51,1,1,34.6,15,97.0,6.05
LAP01442,Dell,Linux,Browsing,37.3,22.0,32,14.1,165,73,58,0,1,1,35.6,3,96.9,2.31
LAP01443,HP,Windows,Office,33.5,24.0,16,16.3,144,33,96,44,1,1,49.1,31,92.5,1.28
LAP01444,Lenovo,Windows,Browsing,45.2,29.5,16,16.2,60,33,80,39,1,1,42.2,0,97.2,2.8
LAP01445,MSI,Windows,Browsing,73.8,23.8,8,17.3,165,90,98,63,1,1,40.7,3,98.0,3.25
LAP01446,ASUS,Windows,Office,48.8,35.5,64,12.7,60,38,62,10,1,1,40.4,58,82.8,2.27
LAP01447,HP,Linux,Office,56.4,18.6,16,12.5,165,45,51,51,1,1,40.8,25,95.3,3.7
LAP01448,Dell,macOS,Coding,59.9,30.2,32,14.7,120,78,65,95,1,1,41.8,26,90.7,2.44
LAP01449,Lenovo,Windows,Coding,57.6,15.0,8,16.1,120,41,44,6,1,1,40.4,58,84.7,3.14
LAP01450,Apple,Windows,Coding,77.4,46.4,32,16.4,60,25,90,50,1,1,46.9,39,96.2,2.36
LAP01451,Dell,Windows,Browsing,44.2,30.2,16,15.3,60,82,22,92,1,1,39.0,15,93.9,3.02
LAP01452,MSI,Windows,Browsing,53.5,16.6,32,16.1,165,96,18,93,1,1,40.3,29,89.9,3.22
LAP01453,Dell,Windows,Gaming,58.5,45.8,8,17.1,60,93,29,20,1,1,38.9,37,90.8,2.04
LAP01454,Lenovo,Windows,Coding,54.3,31.2,16,13.9,144,73,14,38,1,1,36.4,32,89.5,2.66
LAP01455,Dell,Windows,Gaming,36.7,16.7,16,17.1,120,38,52,43,1,1,35.2,15,99.5,1.75
LAP01456,Lenovo,Windows,Office,32.9,23.4,16,17.1,90,29,52,56,1,1,38.5,32,91.3,1.81
LAP01457,HP,Windows,Coding,32.6,11.3,16,14.2,120,56,65,40,1,1,35.1,19,89.8,2.15
LAP01458,Lenovo,Linux,Coding,65.9,11.3,16,13.7,60,96,57,38,1,1,39.3,30,93.7,4.75
LAP01459,Lenovo,Windows,Office,42.7,39.5,8,16.1,60,36,13,19,1,1,28.0,47,91.0,3.19
LAP01460,ASUS,Windows,Office,62.0,14.2,16,17.3,90,74,15,21,1,1,33.8,26,92.9,4.94
LAP01461,Lenovo,Windows,Coding,56.3,8.9,16,13.8,144,24,31,28,1,1,38.4,31,87.8,3.86
LAP01462,Lenovo,Windows,Browsing,40.4,32.6,8,17.3,120,40,63,45,1,0,40.7,21,98.4,2.01
LAP01463,Apple,Linux,Office,40.8,44.9,16,13.7,60,58,62,67,0,0,39.0,35,90.6,1.63
LAP01464,HP,Windows,Video,57.0,38.9,8,14.7,240,39,17,2,1,0,32.0,26,90.5,2.15
LAP01465,MSI,Linux,Gaming,56.2,52.5,8,13.4,120,90,69,72,1,1,44.7,24,91.2,1.29
LAP01466,ASUS,Windows,Office,62.4,54.1,16,15.6,75,34,15,4,1,1,34.9,1,99.3,3.81
LAP01467,Apple,Windows,Office,48.1,14.2,32,15.2,144,98,61,55,0,1,39.7,45,88.3,2.45
LAP01468,Acer,Windows,Browsing,42.3,21.3,16,15.1,90,72,71,66,1,1,45.3,37,88.6,2.21
LAP01469,HP,Windows,Coding,56.6,8.0,32,14.1,120,52,70,88,1,1,42.0,22,90.8,3.02
LAP01470,HP,Windows,Office,76.3,11.0,16,14.4,120,63,28,31,1,1,33.1,51,87.2,4.79
LAP01471,Acer,macOS,Gaming,30.0,37.9,16,14.9,60,85,88,96,1,0,52.0,11,94.7,1.0
LAP01472,MSI,Windows,Office,43.0,28.3,8,14.6,90,69,53,81,1,1,48.6,36,88.0,2.19
LAP01473,Lenovo,Windows,Office,63.9,42.5,16,14.9,60,51,44,99,1,1,40.9,45,87.8,2.76
LAP01474,Apple,Linux,Coding,58.2,14.6,8,12.9,90,98,83,40,1,0,46.6,36,93.0,2.87
LAP01475,Dell,macOS,Video,64.1,18.4,16,12.0,60,90,74,28,1,0,43.2,49,88.3,3.26
LAP01476,ASUS,Windows,Office,48.6,32.1,8,15.5,60,92,88,65,1,1,44.3,47,82.7,1.78
LAP01477,Dell,Windows,Office,30.8,37.7,32,15.5,144,74,90,10,1,1,41.3,20,90.6,1.17
LAP01478,Acer,Windows,Gaming,80.1,8.0,16,15.3,60,47,6,58,1,1,36.9,47,85.9,4.62
LAP01479,HP,Windows,Browsing,71.3,22.1,32,15.7,120,22,58,94,1,1,46.3,41,82.4,3.54
LAP01480,MSI,macOS,Gaming,54.6,29.8,8,14.4,75,72,19,3,1,1,36.6,10,97.0,3.09
LAP01481,HP,Windows,Browsing,42.4,34.4,4,14.5,60,61,52,92,1,0,40.8,20,97.5,2.56
LAP01482,ASUS,Windows,Video,47.6,36.8,8,14.3,75,21,58,53,1,1,43.8,36,93.5,1.92
LAP01483,HP,macOS,Coding,58.4,24.1,16,12.5,144,41,50,66,1,1,43.5,3,100.0,3.01
LAP01484,HP,Linux,Office,51.2,10.2,16,15.8,60,44,61,1,1,1,41.8,25,91.9,4.63
LAP01485,ASUS,Windows,Gaming,54.8,8.0,8,16.1,60,51,59,99,1,1,44.0,19,95.9,3.18
LAP01486,Apple,macOS,Browsing,79.2,22.8,8,16.3,60,26,64,77,1,1,47.2,60,84.7,4.45
LAP01487,Apple,Windows,Browsing,68.9,21.5,8,14.6,60,81,99,47,1,1,50.0,6,98.3,4.44
LAP01488,ASUS,Windows,Coding,37.4,15.4,16,14.0,144,50,34,67,1,0,40.3,37,85.1,1.79
LAP01489,MSI,macOS,Office,56.2,35.7,8,14.3,144,82,32,43,1,0,38.0,46,82.4,2.49
LAP01490,Acer,Windows,Coding,47.2,11.2,64,14.3,60,56,56,61,0,1,41.6,26,91.9,3.63
LAP01491,HP,Windows,Browsing,59.5,17.1,8,12.2,60,87,45,93,1,1,45.4,46,84.8,4.0
LAP01492,MSI,Windows,Browsing,54.1,39.0,16,15.4,60,98,25,82,1,1,42.9,55,82.5,2.92
LAP01493,HP,Linux,Browsing,99.5,15.7,16,16.2,144,28,91,18,1,0,44.2,16,94.4,5.89
LAP01494,Acer,Windows,Browsing,61.4,28.9,8,15.3,60,89,46,43,0,1,40.9,31,94.1,3.96
LAP01495,Apple,Windows,Office,53.0,24.9,16,15.0,144,65,17,30,1,0,32.4,9,96.0,3.29
LAP01496,MSI,Windows,Video,82.6,27.9,16,14.1,120,53,49,61,1,1,38.8,49,87.6,3.02
LAP01497,Lenovo,Windows,Gaming,58.1,35.6,16,16.1,60,79,94,14,1,1,38.7,10,98.8,1.74
LAP01498,Lenovo,Windows,Video,32.2,28.9,16,14.9,120,32,58,28,1,1,45.3,58,82.4,1.08
LAP01499,Lenovo,Linux,Browsing,53.1,8.4,8,13.3,60,55,23,66,1,1,36.9,17,90.9,5.71
LAP01500,Apple,Windows,Office,64.2,10.4,32,16.9,60,67,31,82,1,1,42.4,1,98.7,5.04
LAP01501,Apple,Windows,Browsing,62.3,28.5,16,15.9,60,94,44,85,1,0,39.2,34,91.1,3.69
